0,1,2,3,4,5
2025-07-01 12:45:00,26.98,0.3,0.28,26.8,32.0
2025-07-01 13:00:00,27.10,0.3,0.28,27.7,32.8
2025-07-01 13:15:00,27.14,0.3,0.28,28.5,33.5
2025-07-01 13:30:00,27.42,0.3,0.29,29.1,33.3
2025-07-01 13:45:00,27.74,0.3,0.29,29.7,33.8
2025-07-01 14:00:00,27.33,0.3,0.29,29.8,33.2
2025-07-01 14:15:00,27.92,0.3,0.29,30.0,33.9
2025-07-01 14:30:00,28.44,0.3,0.29,30.7,34.9
2025-07-01 14:45:00,28.46,0.3,0.29,30.7,36.0
2025-07-01 15:00:00,28.81,0.3,0.29,31.4,37.1
2025-07-01 15:15:00,28.64,0.3,0.29,31.6,37.7
2025-07-01 15:30:00,28.67,0.3,0.29,31.8,38.1
2025-07-01 15:45:00,28.77,0.3,0.29,32.5,37.7
2025-07-01 16:00:00,28.25,0.3,0.29,32.6,36.9
2025-07-01 16:15:00,28.11,0.3,0.29,32.9,35.3
2025-07-01 16:30:00,27.39,0.3,0.29,32.3,34.3
2025-07-01 16:45:00,28.04,0.3,0.29,32.1,34.2
2025-07-01 17:00:00,29.64,0.3,0.29,32.3,34.6
2025-07-01 17:15:00,30.85,0.3,0.29,32.6,34.6
2025-07-01 17:30:00,30.40,0.3,0.29,32.5,34.1
2025-07-01 17:45:00,31.25,0.3,0.29,32.4,33.9
2025-07-01 18:00:00,30.87,0.3,0.29,32.1,33.6
2025-07-01 18:15:00,29.90,0.3,0.29,31.9,33.2
2025-07-01 18:30:00,30.12,0.3,0.29,31.5,33.0
2025-07-01 18:45:00,29.57,0.3,0.29,31.0,32.4
2025-07-01 19:00:00,29.65,0.29,0.29,30.8,31.9
2025-07-01 19:15:00,29.23,0.3,0.29,30.4,31.0
2025-07-01 19:30:00,29.36,0.3,0.28,30.2,30.4
2025-07-01 19:45:00,29.18,0.3,0.28,29.7,30.1
2025-07-01 20:00:00,28.67,0.3,0.28,29.6,29.6
2025-07-01 20:15:00,27.63,0.29,0.28,29.4,29.1
2025-07-01 20:30:00,27.41,0.29,0.28,28.9,28.5
2025-07-01 20:45:00,25.96,0.29,0.28,28.7,27.9
2025-07-01 21:00:00,24.32,0.29,0.28,28.5,27.4
2025-07-01 21:15:00,23.57,0.29,0.28,28.1,26.8
2025-07-01 21:30:00,23.31,0.29,0.28,27.9,26.5
2025-07-01 21:45:00,22.97,0.29,0.28,27.7,26.0
2025-07-01 22:00:00,21.90,0.29,0.28,27.4,24.3
2025-07-01 22:15:00,18.85,0.29,0.28,26.8,23.1
2025-07-01 22:30:00,18.45,0.29,0.28,26.4,22.7
2025-07-01 22:45:00,18.41,0.29,0.28,26.0,22.1
2025-07-01 23:00:00,17.53,0.29,0.28,25.6,21.6
2025-07-01 23:15:00,17.56,0.29,0.28,25.3,21.6
2025-07-01 23:30:00,17.15,0.29,0.28,24.9,21.4
2025-07-01 23:45:00,16.98,0.29,0.28,24.7,21.2
2025-07-02 00:00:00,16.66,0.29,0.28,24.3,21.0
2025-07-02 00:15:00,16.51,0.29,0.28,24.2,20.8
2025-07-02 00:30:00,16.46,0.29,0.28,24.0,20.6
2025-07-02 00:45:00,16.75,0.29,0.28,23.7,20.4
2025-07-02 01:00:00,17.27,0.29,0.28,23.5,20.4
2025-07-02 01:15:00,16.90,0.29,0.28,23.3,20.1
2025-07-02 01:30:00,16.51,0.29,0.28,23.1,20.0
2025-07-02 01:45:00,16.17,0.29,0.28,22.9,19.8
2025-07-02 02:00:00,15.86,0.29,0.28,22.6,19.6
2025-07-02 02:15:00,16.17,0.29,0.28,22.6,19.6
2025-07-02 02:30:00,16.16,0.29,0.28,22.4,19.4
2025-07-02 02:45:00,16.16,0.29,0.28,22.2,19.3
2025-07-02 03:00:00,16.04,0.29,0.28,22.2,19.4
2025-07-02 03:15:00,16.04,0.29,0.28,21.9,19.2
2025-07-02 03:30:00,15.73,0.29,0.28,21.8,19.0
2025-07-02 03:45:00,15.44,0.29,0.28,21.7,18.8
2025-07-02 04:00:00,15.50,0.29,0.28,21.5,18.6
2025-07-02 04:15:00,15.56,0.29,0.28,21.4,18.6
2025-07-02 04:30:00,15.91,0.29,0.28,21.3,18.6
2025-07-02 04:45:00,16.02,0.29,0.27,21.1,18.8
2025-07-02 05:00:00,15.97,0.29,0.28,21.1,18.6
2025-07-02 05:15:00,15.69,0.29,0.28,21.0,18.5
2025-07-02 05:30:00,15.25,0.29,0.28,20.9,18.3
2025-07-02 05:45:00,14.88,0.29,0.28,20.8,18.1
2025-07-02 06:00:00,14.89,0.29,0.28,20.6,18.0
2025-07-02 06:15:00,14.95,0.28,0.27,20.5,18.0
2025-07-02 06:30:00,15.79,0.29,0.28,20.5,18.1
2025-07-02 06:45:00,17.18,0.29,0.28,20.4,18.2
2025-07-02 07:00:00,17.27,0.29,0.27,20.4,18.4
2025-07-02 07:15:00,17.92,0.29,0.27,20.4,18.7
2025-07-02 07:30:00,18.07,0.29,0.27,20.4,18.8
2025-07-02 07:45:00,18.10,0.29,0.28,20.4,19.0
2025-07-02 08:00:00,18.65,0.29,0.28,20.5,19.2
2025-07-02 08:15:00,20.26,0.29,0.27,20.6,19.9
2025-07-02 08:30:00,21.72,0.29,0.28,20.8,20.4
2025-07-02 08:45:00,21.99,0.29,0.28,21.0,21.1
2025-07-02 09:00:00,21.69,0.29,0.28,21.1,21.7
2025-07-02 09:15:00,21.97,0.29,0.28,21.3,22.1
2025-07-02 09:30:00,23.06,0.29,0.28,21.5,22.7
2025-07-02 09:45:00,23.38,0.29,0.28,21.7,23.4
2025-07-02 10:00:00,23.77,0.29,0.28,21.9,24.3
2025-07-02 10:15:00,24.12,0.29,0.28,22.2,24.5
2025-07-02 10:30:00,24.49,0.29,0.28,22.4,24.4
2025-07-02 10:45:00,24.89,0.29,0.28,22.7,24.8
2025-07-02 11:00:00,25.44,0.29,0.28,23.0,25.7
2025-07-02 11:15:00,25.82,0.29,0.28,23.3,26.7
2025-07-02 11:30:00,26.14,0.29,0.28,23.6,27.1
2025-07-02 11:45:00,26.21,0.29,0.28,23.9,27.5
2025-07-02 12:00:00,26.27,0.29,0.28,24.1,27.5
2025-07-02 12:15:00,26.66,0.29,0.28,24.4,27.9
2025-07-02 12:30:00,26.45,0.29,0.28,24.8,28.5
2025-07-02 12:45:00,26.78,0.29,0.28,25.5,28.9
2025-07-02 13:00:00,26.60,0.29,0.28,26.2,29.3
2025-07-02 13:15:00,26.75,0.29,0.28,26.8,29.7
2025-07-02 13:30:00,27.03,0.29,0.28,27.4,30.4
2025-07-02 13:45:00,27.06,0.29,0.28,27.9,31.6
2025-07-02 14:00:00,26.99,0.29,0.28,28.3,32.1
2025-07-02 14:15:00,26.91,0.29,0.28,28.7,32.3
2025-07-02 14:30:00,27.13,0.3,0.28,28.8,32.6
2025-07-02 14:45:00,27.09,0.3,0.28,28.9,33.5
2025-07-02 15:00:00,27.28,0.3,0.28,29.5,34.3
2025-07-02 15:15:00,27.36,0.3,0.29,29.8,34.8
2025-07-02 15:30:00,27.53,0.3,0.29,30.1,35.1
2025-07-02 15:45:00,27.33,0.3,0.29,30.6,35.0
2025-07-02 16:00:00,27.41,0.3,0.29,30.9,34.9
2025-07-02 16:15:00,27.51,0.29,0.28,31.1,35.0
2025-07-02 16:30:00,27.41,0.3,0.29,31.0,35.0
2025-07-02 16:45:00,27.45,0.3,0.29,31.4,34.4
2025-07-02 17:00:00,27.34,0.3,0.29,31.3,33.5
2025-07-02 17:15:00,27.43,0.29,0.29,31.5,33.0
2025-07-02 17:30:00,27.13,0.29,0.28,31.4,32.8
2025-07-02 17:45:00,27.13,0.29,0.29,31.5,32.3
2025-07-02 18:00:00,27.08,0.29,0.28,31.0,32.0
2025-07-02 18:15:00,26.92,0.29,0.28,30.5,31.1
2025-07-02 18:30:00,26.91,0.29,0.28,30.0,31.1
2025-07-02 18:45:00,26.78,0.29,0.28,29.9,30.5
2025-07-02 19:00:00,26.69,0.29,0.28,29.4,29.8
2025-07-02 19:15:00,26.58,0.29,0.28,29.2,29.2
2025-07-02 19:30:00,26.39,0.29,0.28,29.0,28.7
2025-07-02 19:45:00,25.95,0.29,0.28,28.5,28.2
2025-07-02 20:00:00,25.97,0.29,0.28,28.3,27.8
2025-07-02 20:15:00,26.14,0.29,0.28,28.1,27.3
2025-07-02 20:30:00,25.82,0.29,0.28,27.7,26.8
2025-07-02 20:45:00,24.44,0.29,0.28,27.4,26.2
2025-07-02 21:00:00,23.76,0.29,0.28,27.0,25.6
2025-07-02 21:15:00,23.47,0.29,0.28,26.8,25.0
2025-07-02 21:30:00,22.06,0.29,0.28,26.5,24.2
2025-07-02 21:45:00,20.18,0.29,0.28,26.1,23.6
2025-07-02 22:00:00,19.07,0.29,0.28,25.8,23.1
2025-07-02 22:15:00,17.71,0.29,0.28,25.6,22.4
2025-07-02 22:30:00,16.97,0.29,0.28,25.2,21.9
2025-07-02 22:45:00,17.12,0.29,0.28,24.9,21.6
2025-07-02 23:00:00,16.54,0.29,0.28,24.7,21.2
2025-07-02 23:15:00,15.79,0.29,0.28,24.2,20.8
2025-07-02 23:30:00,15.32,0.29,0.28,24.1,20.4
2025-07-02 23:45:00,14.83,0.29,0.28,23.7,20.1
2025-07-03 00:00:00,14.39,0.29,0.28,23.6,20.0
2025-07-03 00:15:00,13.89,0.29,0.28,23.3,19.6
2025-07-03 00:30:00,13.67,0.29,0.27,23.1,19.3
2025-07-03 00:45:00,13.95,0.29,0.27,22.9,19.1
2025-07-03 01:00:00,13.55,0.29,0.28,22.6,18.8
2025-07-03 01:15:00,13.34,0.29,0.28,22.4,18.7
2025-07-03 01:30:00,12.94,0.28,0.28,22.2,18.4
2025-07-03 01:45:00,12.75,0.29,0.28,21.9,18.2
2025-07-03 02:00:00,12.56,0.28,0.27,21.8,18.0
2025-07-03 02:15:00,12.41,0.29,0.28,21.5,17.8
2025-07-03 02:30:00,12.21,0.28,0.27,21.5,17.5
2025-07-03 02:45:00,12.20,0.28,0.27,21.2,17.3
2025-07-03 03:00:00,12.01,0.29,0.27,21.1,17.1
2025-07-03 03:15:00,11.36,0.28,0.27,20.8,16.9
2025-07-03 03:30:00,11.00,0.28,0.27,20.7,16.8
2025-07-03 03:45:00,11.02,0.28,0.27,20.4,16.6
2025-07-03 04:00:00,10.84,0.28,0.27,20.4,16.4
2025-07-03 04:15:00,10.50,0.28,0.27,20.2,16.3
2025-07-03 04:30:00,10.81,0.28,0.27,20.1,16.2
2025-07-03 04:45:00,10.69,0.28,0.27,19.9,16.1
2025-07-03 05:00:00,10.89,0.28,0.27,19.7,16.0
2025-07-03 05:15:00,10.85,0.28,0.27,19.7,15.9
2025-07-03 05:30:00,10.94,0.29,0.27,19.5,15.9
2025-07-03 05:45:00,11.14,0.28,0.27,19.3,15.9
2025-07-03 06:00:00,11.19,0.28,0.27,19.3,15.9
2025-07-03 06:15:00,11.84,0.28,0.27,19.3,16.1
2025-07-03 06:30:00,13.12,0.28,0.27,19.2,16.2
2025-07-03 06:45:00,14.25,0.28,0.27,19.2,16.5
2025-07-03 07:00:00,14.62,0.28,0.27,19.2,16.7
2025-07-03 07:15:00,15.44,0.28,0.27,19.1,17.0
2025-07-03 07:30:00,17.03,0.28,0.27,19.2,17.4
2025-07-03 07:45:00,17.89,0.28,0.27,19.3,17.9
2025-07-03 08:00:00,18.87,0.28,0.27,19.4,18.4
2025-07-03 08:30:00,20.71,0.28,0.27,19.7,19.8
2025-07-03 08:45:00,21.13,0.28,0.27,20.1,20.4
2025-07-03 09:00:00,21.72,0.28,0.27,20.2,21.1
2025-07-03 09:15:00,22.44,0.28,0.27,20.4,22.0
2025-07-03 09:30:00,22.96,0.28,0.27,20.7,22.7
2025-07-03 09:45:00,23.76,0.28,0.28,21.0,23.3
2025-07-03 10:00:00,24.50,0.28,0.27,21.3,24.6
2025-07-03 10:15:00,25.07,0.29,0.27,21.6,24.7
2025-07-03 10:30:00,25.57,0.29,0.27,21.9,25.0
2025-07-03 10:45:00,26.00,0.29,0.27,22.1,25.7
2025-07-03 11:00:00,26.31,0.29,0.27,22.6,26.6
2025-07-03 11:15:00,26.52,0.29,0.28,22.9,27.4
2025-07-03 11:30:00,26.93,0.29,0.27,23.3,27.9
2025-07-03 11:45:00,27.70,0.29,0.28,23.6,28.5
2025-07-03 12:00:00,28.04,0.29,0.28,24.2,28.8
2025-07-03 12:15:00,27.41,0.29,0.28,24.5,28.6
2025-07-03 12:30:00,27.75,0.29,0.28,24.8,29.0
2025-07-03 12:45:00,28.24,0.29,0.28,25.1,29.3
2025-07-03 13:00:00,28.45,0.29,0.28,25.4,29.6
2025-07-03 13:15:00,28.54,0.29,0.28,25.8,29.7
2025-07-03 13:30:00,28.20,0.29,0.28,26.0,29.4
2025-07-03 13:45:00,27.98,0.29,0.28,26.2,29.5
2025-07-03 14:00:00,28.49,0.29,0.28,26.4,30.0
2025-07-03 14:15:00,28.15,0.29,0.28,26.6,29.8
2025-07-03 14:30:00,29.44,0.29,0.28,26.9,31.5
2025-07-03 14:45:00,29.54,0.29,0.28,27.3,31.8
2025-07-03 15:00:00,29.61,0.29,0.28,27.7,31.9
2025-07-03 15:15:00,29.69,0.29,0.28,27.6,31.9
2025-07-03 15:30:00,29.80,0.29,0.28,28.0,31.7
2025-07-03 15:45:00,29.45,0.29,0.28,28.1,31.2
2025-07-03 16:00:00,28.98,0.29,0.28,27.9,30.3
2025-07-03 16:15:00,29.19,0.29,0.28,28.0,30.9
2025-07-03 16:30:00,29.59,0.29,0.28,28.0,31.2
2025-07-03 16:45:00,29.99,0.29,0.28,28.0,31.6
2025-07-03 17:00:00,31.39,0.29,0.28,28.3,32.4
2025-07-03 17:15:00,31.03,0.29,0.28,28.6,32.2
2025-07-03 17:30:00,30.94,0.29,0.28,28.7,31.7
2025-07-03 17:45:00,30.24,0.29,0.28,28.6,31.3
2025-07-03 18:00:00,30.25,0.29,0.28,28.4,31.5
2025-07-03 18:15:00,30.92,0.29,0.28,28.5,32.0
2025-07-03 18:30:00,30.86,0.29,0.28,28.6,32.0
2025-07-03 18:45:00,30.77,0.29,0.28,28.4,31.3
2025-07-03 19:00:00,30.62,0.29,0.28,28.3,30.8
2025-07-03 19:15:00,30.50,0.29,0.28,28.1,30.2
2025-07-03 19:30:00,30.35,0.29,0.28,28.1,29.8
2025-07-03 19:45:00,29.69,0.29,0.28,27.7,29.2
2025-07-03 20:00:00,28.47,0.29,0.28,27.6,28.6
2025-07-03 20:15:00,27.66,0.29,0.28,27.3,28.3
2025-07-03 20:30:00,27.30,0.28,0.28,27.1,27.9
2025-07-03 20:45:00,26.78,0.28,0.28,27.0,27.4
2025-07-03 21:00:00,26.62,0.29,0.28,26.8,27.2
2025-07-03 21:15:00,26.04,0.28,0.28,26.7,26.7
2025-07-03 21:30:00,25.71,0.28,0.28,26.6,26.5
2025-07-03 21:45:00,25.42,0.28,0.28,26.3,26.4
2025-07-03 22:00:00,25.19,0.28,0.28,26.2,25.9
2025-07-03 22:15:00,24.83,0.28,0.28,26.0,25.6
2025-07-03 22:30:00,24.53,0.28,0.27,25.8,25.5
2025-07-03 22:45:00,24.24,0.29,0.28,25.7,25.3
2025-07-03 23:00:00,24.10,0.28,0.28,25.5,25.2
2025-07-03 23:15:00,24.10,0.28,0.28,25.5,25.0
2025-07-03 23:30:00,23.89,0.28,0.27,25.4,24.8
2025-07-03 23:45:00,23.66,0.28,0.28,25.2,24.5
2025-07-04 00:00:00,23.51,0.29,0.27,25.0,24.3
2025-07-04 00:15:00,23.23,0.28,0.28,25.0,24.1
2025-07-04 00:30:00,23.13,0.28,0.27,25.0,24.0
2025-07-04 00:45:00,23.02,0.28,0.27,24.8,23.9
2025-07-04 01:00:00,22.98,0.28,0.28,24.7,23.9
2025-07-04 01:15:00,23.17,0.28,0.28,24.6,23.7
2025-07-04 01:30:00,23.34,0.28,0.27,24.6,23.5
2025-07-04 01:45:00,22.36,0.28,0.28,24.4,23.1
2025-07-04 02:00:00,21.06,0.28,0.27,24.2,22.5
2025-07-04 02:15:00,20.46,0.28,0.27,24.1,22.3
2025-07-04 02:30:00,20.14,0.28,0.27,23.9,22.1
2025-07-04 02:45:00,20.27,0.28,0.27,23.7,21.8
2025-07-04 03:00:00,20.29,0.28,0.27,23.6,21.7
2025-07-04 03:15:00,20.16,0.28,0.27,23.3,21.6
2025-07-04 03:30:00,20.07,0.28,0.27,23.2,21.4
2025-07-04 03:45:00,19.72,0.28,0.27,23.1,21.2
2025-07-04 04:00:00,19.50,0.28,0.27,23.0,21.1
2025-07-04 04:15:00,19.38,0.28,0.27,22.8,21.2
2025-07-04 04:30:00,19.26,0.28,0.27,22.8,21.0
2025-07-04 04:45:00,19.16,0.28,0.28,22.7,20.9
2025-07-04 05:00:00,19.11,0.28,0.27,22.5,20.9
2025-07-04 05:15:00,19.11,0.28,0.27,22.4,20.9
2025-07-04 05:30:00,19.01,0.28,0.27,22.3,20.8
2025-07-04 05:45:00,19.38,0.28,0.27,22.2,20.7
2025-07-04 06:00:00,19.42,0.28,0.27,22.2,20.6
2025-07-04 06:15:00,19.17,0.28,0.27,22.1,20.7
2025-07-04 06:30:00,19.46,0.28,0.27,22.1,20.7
2025-07-04 06:45:00,20.01,0.28,0.27,22.0,20.8
2025-07-04 07:00:00,20.30,0.28,0.27,22.0,20.8
2025-07-04 07:15:00,20.55,0.28,0.27,22.0,20.9
2025-07-04 07:30:00,20.63,0.28,0.27,21.9,21.0
2025-07-04 07:45:00,20.91,0.28,0.27,22.0,21.0
2025-07-04 08:00:00,21.53,0.28,0.27,22.0,21.2
2025-07-04 08:15:00,22.02,0.28,0.27,22.0,21.6
2025-07-04 08:30:00,23.61,0.28,0.27,22.1,22.0
2025-07-04 08:45:00,23.87,0.28,0.27,22.2,22.6
2025-07-04 09:00:00,24.02,0.28,0.28,22.5,22.9
2025-07-04 09:15:00,24.98,0.28,0.27,22.7,23.7
2025-07-04 09:30:00,24.69,0.28,0.27,23.0,23.9
2025-07-04 09:45:00,24.15,0.28,0.27,23.2,23.9
2025-07-04 10:00:00,24.03,0.28,0.27,23.2,23.9
2025-07-04 10:15:00,24.91,0.28,0.27,23.3,24.7
2025-07-04 10:30:00,25.39,0.28,0.28,23.5,25.2
2025-07-04 10:45:00,25.56,0.28,0.27,23.8,25.5
2025-07-04 11:00:00,26.04,0.28,0.27,23.8,25.7
2025-07-04 11:15:00,26.87,0.28,0.27,24.1,26.6
2025-07-04 11:30:00,27.45,0.28,0.27,24.4,27.7
2025-07-04 11:45:00,27.93,0.28,0.27,24.6,28.3
2025-07-04 12:00:00,27.99,0.29,0.27,25.0,28.6
2025-07-04 12:15:00,27.87,0.28,0.28,25.3,28.6
2025-07-04 12:30:00,28.24,0.28,0.27,25.6,29.0
2025-07-04 12:45:00,28.85,0.28,0.28,26.3,29.6
2025-07-04 13:00:00,29.04,0.28,0.28,26.8,29.8
2025-07-04 13:15:00,29.26,0.28,0.28,27.0,29.8
2025-07-04 13:30:00,30.15,0.28,0.28,27.6,30.7
2025-07-04 13:45:00,31.07,0.29,0.27,28.3,32.3
2025-07-04 14:00:00,30.97,0.29,0.28,28.8,32.1
2025-07-04 14:15:00,30.88,0.29,0.28,28.9,31.9
2025-07-04 14:30:00,30.01,0.29,0.27,28.6,30.7
2025-07-04 14:45:00,29.69,0.29,0.27,28.5,30.3
2025-07-04 15:00:00,29.72,0.29,0.28,28.3,30.2
2025-07-04 15:15:00,29.77,0.28,0.28,28.4,30.3
2025-07-04 15:30:00,30.16,0.28,0.28,28.2,30.3
2025-07-04 15:45:00,30.22,0.29,0.27,28.4,30.4
2025-07-04 16:00:00,31.14,0.29,0.28,28.6,31.4
2025-07-04 16:15:00,31.16,0.28,0.27,28.8,31.4
2025-07-04 16:30:00,31.61,0.28,0.28,28.8,32.3
2025-07-04 16:45:00,32.34,0.29,0.28,29.2,32.8
2025-07-04 17:00:00,32.37,0.29,0.28,29.5,32.2
2025-07-04 17:15:00,32.50,0.29,0.28,29.5,32.2
2025-07-04 17:30:00,32.60,0.29,0.28,29.6,32.5
2025-07-04 17:45:00,32.33,0.29,0.27,29.7,32.5
2025-07-04 18:00:00,32.26,0.29,0.28,29.9,32.8
2025-07-04 18:15:00,31.12,0.29,0.28,29.8,32.1
2025-07-04 18:30:00,30.14,0.29,0.28,29.6,31.4
2025-07-04 18:45:00,29.64,0.29,0.27,29.3,31.1
2025-07-04 19:00:00,28.56,0.29,0.27,29.0,30.0
2025-07-04 19:15:00,27.35,0.29,0.27,28.9,29.2
2025-07-04 19:30:00,26.47,0.28,0.27,28.5,28.4
2025-07-04 19:45:00,25.95,0.28,0.27,28.2,27.7
2025-07-04 20:00:00,25.86,0.28,0.28,27.7,27.4
2025-07-04 20:15:00,26.31,0.28,0.27,27.7,27.3
2025-07-04 20:30:00,26.18,0.29,0.27,27.5,27.0
2025-07-04 20:45:00,25.96,0.28,0.27,27.2,26.8
2025-07-04 21:00:00,25.99,0.28,0.27,27.1,26.6
2025-07-04 21:15:00,25.87,0.28,0.27,26.9,26.4
2025-07-04 21:30:00,25.73,0.28,0.27,26.7,26.2
2025-07-04 21:45:00,25.63,0.28,0.27,26.5,26.0
2025-07-04 22:00:00,25.52,0.28,0.27,26.4,25.6
2025-07-04 22:15:00,25.06,0.28,0.27,26.2,25.4
2025-07-04 22:30:00,24.36,0.28,0.27,26.0,25.0
2025-07-04 22:45:00,24.30,0.28,0.27,25.9,24.9
2025-07-04 23:00:00,24.16,0.28,0.27,25.6,24.4
2025-07-04 23:15:00,23.90,0.28,0.27,25.5,24.3
2025-07-04 23:30:00,23.94,0.28,0.27,25.4,24.1
2025-07-04 23:45:00,23.81,0.28,0.27,25.1,24.0
2025-07-05 00:00:00,23.51,0.28,0.27,25.0,23.7
2025-07-05 00:15:00,23.30,0.28,0.27,24.7,23.5
2025-07-05 00:30:00,23.16,0.28,0.27,24.7,23.2
2025-07-05 00:45:00,22.80,0.28,0.27,24.4,22.9
2025-07-05 01:00:00,22.46,0.28,0.27,24.3,22.7
2025-07-05 01:15:00,21.77,0.28,0.27,24.1,22.5
2025-07-05 01:30:00,21.50,0.28,0.27,24.0,22.4
2025-07-05 01:45:00,21.19,0.28,0.27,23.8,22.0
2025-07-05 02:00:00,20.80,0.28,0.27,23.7,21.8
2025-07-05 02:15:00,20.34,0.28,0.27,23.6,21.6
2025-07-05 02:30:00,19.97,0.28,0.27,23.3,21.2
2025-07-05 02:45:00,19.72,0.28,0.27,23.1,21.0
2025-07-05 03:00:00,19.44,0.28,0.27,22.9,20.8
2025-07-05 03:15:00,19.45,0.28,0.27,22.8,20.6
2025-07-05 03:30:00,19.31,0.28,0.27,22.6,20.6
2025-07-05 03:45:00,18.89,0.28,0.27,22.5,20.2
2025-07-05 04:00:00,18.64,0.28,0.27,22.4,20.2
2025-07-05 04:15:00,18.37,0.28,0.27,22.1,20.0
